,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
299,miraflores,19.22,-98.81,296.15,40,5,4.1,MX,1602699814
300,matamoros,25.53,-103.25,299.15,44,5,1.51,MX,1602699594
301,praya,14.92,-23.51,301.15,78,75,6.7,CV,1602699668
302,san julian,21.02,-102.17,294.93,57,8,1.31,MX,1602699818
303,torrijos,39.98,-4.28,290.93,29,0,4.96,ES,1602699820
304,tartagal,-22.52,-63.8,311.15,33,100,4.1,AR,1602699822
305,kavaratti,10.57,72.64,301.02,77,90,8.87,IN,1602699823
306,esperance,-33.87,121.9,286.15,100,75,4.1,AU,1602699825
308,chapais,49.78,-74.85,280.15,93,90,2.6,CA,1602699827
309,hasaki,35.73,140.83,291.15,82,75,5.1,JP,1602699828
310,longyearbyen,78.22,15.64,270.15,86,20,2.6,SJ,1602699829
311,payson,40.04,-111.73,293.15,52,40,9.3,US,1602699611
312,tangjiazhuang,39.73,118.45,285.98,64,90,2.53,CN,1602699832
313,ossora,59.24,163.07,279.73,95,100,9.48,RU,1602699833
314,ndele,8.41,20.65,296.54,87,96,0.94,CF,1602699835
315,arraial do cabo,-22.97,-42.03,299.15,74,40,4.6,BR,1602699782
316,codrington,-38.27,141.97,291.6,57,100,5.32,AU,1602699837
317,grindavik,63.84,-22.43,282.15,93,90,14.9,IS,1602699838
318,catamarca,-28.47,-65.79,299.26,38,63,0.89,AR,1602699840
320,nagayo,32.82,129.89,292.04,59,0,8.05,JP,1602699842
321,el campo,29.2,-96.27,303.71,54,40,1.5,US,1602699822
322,muros,42.78,-9.06,287.59,71,9,1.34,ES,1602699845
323,fairbanks,64.84,-147.72,267.59,78,90,1.17,US,1602699758
324,ovalle,-30.6,-71.2,297.85,39,83,3.49,CL,1602699638
325,khani,41.96,42.96,290.15,77,55,1,GE,1602699849
326,tiarei,-17.53,-149.33,298.15,78,75,6.2,PF,1602699850
328,mount isa,-20.73,139.5,298.15,38,0,3.6,AU,1602699853
329,bijie,27.31,105.29,284.52,93,100,1.66,CN,1602699854
330,chumikan,54.72,135.31,271.83,87,69,8.2,RU,1602699855
331,the pas,53.83,-101.25,274.15,47,90,9.8,CA,1602699856
332,bowmore,34.94,-79.3,297.59,47,1,1.5,US,1602699858
333,lagoa,39.05,-27.98,293.53,77,1,2.83,PT,1602699859
334,pangody,65.85,74.49,272.99,92,15,6.14,RU,1602699860
335,alta gracia,-31.65,-64.43,298.71,31,73,3.1,AR,1602699861
336,chuy,-33.7,-53.46,292.36,70,4,4.23,UY,1602699863
337,isla vista,34.41,-119.86,304.26,44,1,4.1,US,1602699864
338,salinopolis,-0.61,-47.36,302.38,64,80,6.67,BR,1602699865
339,saint george,37.1,-113.58,294.15,15,1,1.69,US,1602699866
340,la ronge,55.1,-105.28,271.15,54,75,8.2,CA,1602699868
341,garachine,8.06,-78.36,301.21,72,17,4.13,PA,1602699869
343,berlevag,70.86,29.09,277.15,86,40,7.2,NO,1602699871
344,namikupa,-10.83,39.6,295.94,83,47,2.43,TZ,1602699873
345,barra patuca,15.8,-84.28,301.74,78,64,4.91,HN,1602699874
346,nagato,34.38,131.2,291.15,63,20,2.6,JP,1602699875
347,galveston,29.37,-94.97,302.59,65,40,4.6,US,1602699589
348,mandalgovi,45.76,106.27,272.41,85,100,2.29,MN,1602699878
349,akyab,20.15,92.9,300.74,80,39,2.21,MM,1602699879
350,kibray,41.39,69.46,285.15,50,0,2.1,UZ,1602699881
351,naze,28.37,129.48,295.15,83,40,2.1,JP,1602699882
352,hamilton,39.18,-84.53,296.15,35,1,5.1,US,1602699764
353,bontang,0.13,117.5,299.77,85,44,3.51,ID,1602699884
354,lamar,33.67,-95.58,300.37,57,1,4.1,US,1602699885
355,contamana,-7.33,-75.02,310.58,28,17,1.96,PE,1602699887
356,yaqui,27.37,-110.17,304.15,48,90,2.6,MX,1602699888
357,moroni,-11.7,43.26,298.15,94,40,2.1,KM,1602699720
358,shelburne,44.08,-80.2,289.15,36,20,6.2,CA,1602699890
360,karlshamn,56.17,14.86,282.15,81,40,9.3,SE,1602699893
361,portobelo,9.55,-79.65,300.93,78,56,4.02,PA,1602699894
362,rio gallegos,-51.62,-69.22,288.15,24,75,8.2,AR,1602699868
363,xining,36.62,101.77,275.42,81,20,0.68,CN,1602699896
364,henties bay,-22.12,14.28,288.15,88,0,0.45,NA,1602699897
365,ust-koksa,50.27,85.61,270.9,90,48,0.56,RU,1602699899
366,meulaboh,4.14,96.13,299.11,78,100,2.05,ID,1602699900
367,banda aceh,5.56,95.32,300.85,68,100,3.71,ID,1602699901
368,mier,26.43,-99.15,307.15,41,1,3.1,MX,1602699903
369,sao joao da barra,-21.64,-41.05,303.15,55,7,7.2,BR,1602699904
370,vrbove,48.62,17.72,281.15,87,90,3.6,SK,1602699905
371,tilichiki,60.47,166.1,277.45,98,100,7.04,RU,1602699906
372,hondo,32.45,130.2,292.04,59,0,8.05,JP,1602699907
374,nantucket,41.28,-70.1,292.15,48,1,5.7,US,1602699910
375,trinidad,-14.83,-64.9,308.15,50,75,4.1,BO,1602699911
376,myitkyina,25.38,97.4,297.14,77,2,0.48,MM,1602699912
377,sioux lookout,50.1,-91.92,279.15,81,75,3.6,CA,1602699914
378,quelimane,-17.88,36.89,298.15,73,75,3.6,MZ,1602699915
379,san quintin,30.48,-115.95,301.76,38,46,3.21,MX,1602699916
380,leningradskiy,69.38,178.42,272.22,93,99,3.95,RU,1602699918
381,arlit,18.74,7.39,309.55,9,0,1.42,NE,1602699919
382,borba,-4.39,-59.59,307.65,42,83,2.23,BR,1602699920
383,vardo,70.37,31.11,277.15,80,40,6.2,NO,1602699922
384,mitsamiouli,-11.38,43.28,298.15,94,40,2.1,KM,1602699923
385,ribeira grande,38.52,-28.7,296.15,73,20,3.6,PT,1602699924
386,rengo,-34.42,-70.87,289.15,67,75,2.6,CL,1602699925
387,lagos,6.58,3.75,298.15,94,40,2.11,NG,1602699799
388,codajas,-3.84,-62.06,307.28,45,68,1.44,BR,1602699928
389,manadhoo,5.77,73.38,301.48,77,91,10.1,MV,1602699929
390,husavik,66.04,-17.34,281.15,70,93,6.7,IS,1602699930
391,nanakuli,21.39,-158.15,299.15,69,1,1.5,US,1602699932
392,patnos,39.23,42.86,285.83,35,43,0.87,TR,1602699933
393,novoagansk,61.94,76.66,275.11,95,100,7.13,RU,1602699678
394,montepuez,-13.13,39,300.26,51,90,3.64,MZ,1602699935
395,vestmannaeyjar,63.44,-20.27,282.15,81,90,9.3,IS,1602699936
396,rawson,-43.3,-65.1,289.02,30,0,4.99,AR,1602699938
397,ilulissat,69.22,-51.1,276.15,55,75,1.5,GL,1602699939
398,urlati,44.98,26.23,288.15,93,0,2.6,RO,1602699940
399,melfi,41,15.65,285.37,87,90,3.28,IT,1602699941
400,evensk,61.95,159.23,275.86,95,100,6.12,RU,1602699749
401,ulaanbaatar,47.91,106.88,265.15,72,24,1,MN,1602699745
402,comodoro rivadavia,-45.87,-67.5,294.15,19,2,4.6,AR,1602699945
403,deleni,47.47,26.88,282.04,70,0,3.1,RO,1602699946
404,lindi,-10,39.72,299.15,83,75,5.1,TZ,1602699947
405,yar-sale,66.83,70.83,272.88,92,4,6.1,RU,1602699948
406,palana,59.12,159.97,276.98,87,100,2.76,RU,1602699950
407,coihaique,-45.58,-72.07,286.15,35,100,3.6,CL,1602699951
408,rutana,-3.87,30.1,290.81,84,9,1.38,BI,1602699952
409,omboue,-1.57,9.26,297.51,81,67,4.18,GA,1602699953
410,aberdeen,57.14,-2.1,281.48,87,3,2.6,GB,1602699955
411,alta floresta,-9.88,-56.09,303.6,47,69,1.44,BR,1602699956
412,loandjili,-4.76,11.86,299.15,78,40,3.6,CG,1602699957
413,termoli,41.99,14.99,290.37,69,80,3.58,IT,1602699958
414,washington,47.5,-120.5,285.93,62,47,4.02,US,1602699959
415,nara,34.69,135.8,290.93,64,16,1.61,JP,1602699961
416,tocopilla,-22.09,-70.2,293.37,47,30,4.91,CL,1602699962
417,burley,42.54,-113.79,286.15,37,1,9.8,US,1602699963
418,adamovka,51.52,59.94,283.98,41,52,3.38,RU,1602699964
419,kampene,-3.6,26.67,296.7,77,52,0.27,CD,1602699965
420,alice springs,-23.7,133.88,288.15,44,0,2.1,AU,1602699858
421,sibolga,1.74,98.78,298.43,80,100,1.64,ID,1602699968
422,sorland,67.67,12.69,281.15,75,75,7.2,NO,1602699969
423,karacakoy,41.4,28.38,293.15,68,0,2.6,TR,1602699970
424,fort nelson,58.81,-122.7,269.15,79,90,2.6,CA,1602699971
425,yumen,40.28,97.2,276.17,62,0,2.75,CN,1602699973
426,katsuura,35.13,140.3,292.59,72,75,5.1,JP,1602699974
428,vidim,56.41,103.11,273.01,97,100,3.04,RU,1602699976
429,roma,43.21,-75.46,290.37,59,90,5.7,US,1602699965
430,phalaborwa,-23.94,31.14,293.15,64,12,4.1,ZA,1602699979
431,abiramam,9.47,78.45,300.15,74,40,2.6,IN,1602699980
432,vega de alatorre,20.03,-96.63,303.44,62,0,5.17,MX,1602699982
433,sitrah,26.15,50.62,303.15,58,0,2.1,BH,1602699983
434,shimoda,34.67,138.95,289.26,77,92,4.27,JP,1602699984
435,lata,40.16,-8.33,287.59,76,0,0.89,PT,1602699985
436,namibe,-15.2,12.15,292.23,79,77,2.41,AO,1602699986
437,north bend,43.41,-124.22,287.15,87,1,2.18,US,1602699987
438,lewistown,40.6,-77.57,293.71,42,1,3.6,US,1602699989
439,pacific grove,36.62,-121.92,295.37,53,1,2.1,US,1602699990
440,lodja,-3.48,23.43,296.29,87,88,0.69,CD,1602699991
441,damietta,31.42,31.81,299.15,78,7,6.2,EG,1602699992
442,rayong,12.83,101.43,301.48,91,99,1.05,TH,1602699994
443,pevek,69.7,170.31,273.84,88,100,7.37,RU,1602699995
445,touros,-5.2,-35.46,302.15,62,75,6.2,BR,1602699997
446,yabrud,33.97,36.66,294.15,40,0,1.5,SY,1602699999
447,yulara,-25.24,130.99,291.15,23,0,2.1,AU,1602699735
448,abu samrah,35.3,37.18,292.32,74,0,4.01,SY,1602700001
449,sao lourenco da serra,-23.85,-46.94,302.59,54,23,6.7,BR,1602700002
450,adre,13.47,22.2,301.28,34,79,0.86,TD,1602700004
451,koutiala,12.39,-5.46,304.38,40,2,0.8,ML,1602700005
452,kizukuri,40.81,140.39,283.15,65,99,3.21,JP,1602700006
453,makrana,27.05,74.72,299.02,32,41,2.99,IN,1602700007
454,port moresby,-9.44,147.18,299.15,88,75,7.7,PG,1602700009
455,kimbe,-5.55,150.14,295.78,84,100,1.17,PG,1602700010
456,kidal,18.44,1.41,309.07,10,18,2.98,ML,1602700011
457,balao,-2.92,-79.82,298.15,78,90,3.1,EC,1602700012
458,victoria,22.29,114.16,299.26,81,100,1.34,HK,1602699742
459,pouembout,-21.13,164.9,294.4,90,19,1.9,NC,1602700015
460,brigantine,39.41,-74.36,294.15,43,1,3.6,US,1602700016
461,belyy yar,53.6,91.39,276.15,81,76,2,RU,1602700017
462,padang,-0.95,100.35,299.28,73,100,1.23,ID,1602700018
463,boda,4.32,17.47,295.98,87,23,0.31,CF,1602700020
464,caxias,38.7,-9.28,289.26,67,20,7.7,PT,1602700021
466,deer lake,49.17,-57.43,287.15,54,75,6.7,CA,1602699879
467,colwyn bay,53.29,-3.73,284.82,91,79,3.58,GB,1602700024
468,cairns,-16.92,145.77,295.37,83,75,4.6,AU,1602699940
469,shangrao,28.45,117.97,291.78,79,89,3.01,CN,1602700027
470,baykit,61.67,96.37,275.75,86,100,5.18,RU,1602700028
471,port shepstone,-30.74,30.45,291.46,72,27,4.25,ZA,1602700029
472,kemijarvi,66.71,27.43,274.97,87,93,3.5,FI,1602700030
473,hobyo,5.35,48.53,300.07,80,78,7.24,SO,1602700032
474,petropavlovsk-kamchatskiy,53.05,158.65,280.15,100,75,2,RU,1602700033
475,tasgaon,17.03,74.6,294.51,96,100,5.99,IN,1602700034
476,deputatskiy,69.3,139.9,263.02,98,100,1.36,RU,1602700035
477,blythe,33.61,-114.6,306.48,17,1,2.6,US,1602699977
478,maniitsoq,65.42,-52.9,275.74,81,98,4.61,GL,1602700038
479,linxia,35.6,103.21,277.02,73,45,0.73,CN,1602700039
480,nancha,47.13,129.27,271.94,86,0,1.86,CN,1602700040
481,tonkino,57.37,46.46,284.28,92,96,2.87,RU,1602700041
482,shaunavon,49.65,-108.42,276.55,69,90,7.31,CA,1602700043
483,harnosand,62.63,17.94,278.71,71,0,1.5,SE,1602700044
484,cap malheureux,-19.98,57.61,297.04,76,0,1.79,MU,1602700045
485,ostersund,63.18,14.64,277.15,86,15,5.7,SE,1602700046
486,mechanicsville,37.61,-77.37,296.15,38,20,3.1,US,1602700048
487,daru,-9.08,143.21,298.58,86,94,6.74,PG,1602700049
488,bajram curri,42.36,20.08,287.15,93,75,2.26,AL,1602700050
489,guaimaca,14.53,-86.82,298.15,88,75,5.1,HN,1602700051
490,surman,32.76,12.57,297.33,46,0,5.49,LY,1602700052
491,kasongo,-4.45,26.67,297.62,69,18,0.84,CD,1602700054
492,charters towers,-20.1,146.27,290.23,83,16,3.32,AU,1602700055
493,norrtalje,59.76,18.7,282.04,71,0,5.81,SE,1602699835
494,sapulpa,36,-96.11,303.15,37,1,8.2,US,1602699778
495,puerto el triunfo,13.28,-88.55,305.15,62,20,1,SV,1602700058
496,kyshtovka,56.55,76.63,282.76,84,100,6.41,RU,1602700060
497,ewo,-0.87,14.82,296.87,87,94,2.31,CG,1602700061
498,kangaatsiaq,68.31,-53.46,275.38,90,95,4.34,GL,1602700062
499,flin flon,54.77,-101.86,273.15,85,75,6.7,CA,1602700063
501,victor harbor,-35.57,138.62,295.93,40,90,7.2,AU,1602700066
502,neuquen,-38.95,-68.06,295.15,20,1,3.1,AR,1602700067
503,norilsk,69.35,88.2,268.15,92,90,7,RU,1602700068
504,perbaungan,3.57,98.96,297.15,94,40,2.6,ID,1602700070
505,bronnoysund,65.46,12.2,281.15,93,75,5.1,NO,1602700071
506,svetlogorsk,52.63,29.73,283.81,77,50,2.27,BY,1602700072
507,winnemucca,40.97,-117.74,292.15,29,1,1.5,US,1602700073
508,mandi bahauddin,32.58,73.48,296.76,23,0,1.72,PK,1602700074
509,ribeira brava,32.65,-17.07,295.15,68,75,4.1,PT,1602700076
510,kannad,20.27,75.13,298.15,88,40,4.1,IN,1602700077
511,huinan,42.62,126.26,272.75,83,0,2.28,CN,1602700078
512,norman wells,65.28,-126.83,267.15,79,90,6.2,CA,1602699887
513,nagua,19.38,-69.85,304.15,74,40,4.1,DO,1602700081
514,malazgirt,39.14,42.54,285.02,36,48,0.28,TR,1602700082
515,trelew,-43.25,-65.31,292.31,22,0,2.61,AR,1602700083
516,la union,-5.4,-80.75,301.04,46,31,7.09,PE,1602700084
517,narsaq,60.92,-46.05,278.15,75,20,2.1,GL,1602699992
518,sajanan,37.06,9.24,294.15,68,20,0.5,TN,1602700087
519,pinega,64.7,43.39,273.26,95,8,2.14,RU,1602700088
520,boca do acre,-8.75,-67.4,306.08,43,57,3.38,BR,1602700089
521,las margaritas,16.32,-91.98,296.76,60,97,3.17,MX,1602700091
522,ous,60.91,61.52,275.88,86,100,5.1,RU,1602699933
523,itarema,-2.92,-39.92,302.67,62,30,9.11,BR,1602700093
524,srivardhan,18.03,73.02,298.3,92,100,5.36,IN,1602700094
525,riberalta,-10.98,-66.1,307.15,49,75,3.1,BO,1602700095
526,lillooet,50.69,-121.94,283.15,81,1,1.5,CA,1602700097
527,krasnoselkup,65.7,82.47,271.07,95,35,5.96,RU,1602700098
528,nizwa,22.93,57.53,297.37,29,0,1.17,OM,1602700099
530,honiara,-9.43,159.95,296.15,94,40,1.77,SB,1602700102
531,buta,2.79,24.73,297.75,70,26,0.13,CD,1602700103
532,qasigiannguit,68.82,-51.19,276.15,55,75,1.5,GL,1602700104
533,duncan,34.5,-97.96,303.15,40,1,8.7,US,1602700106
534,paonta sahib,30.45,77.62,296.13,56,7,1.97,IN,1602700107
535,mitu,1.2,-70.17,303.4,62,86,0.85,CO,1602700108
536,kiunga,-6.12,141.29,296.01,98,93,0.74,PG,1602700109
537,valdemarpils,57.37,22.59,283.15,76,40,6.7,LV,1602700111
538,rocha,-34.48,-54.33,294.32,59,0,3.22,UY,1602700046
539,cape coast,5.11,-1.25,298.65,85,11,5.93,GH,1602700113
540,salinas,36.68,-121.66,298.15,41,1,1.39,US,1602700053
541,that phanom,16.94,104.71,296.52,88,97,1.04,TH,1602700116
542,invermere,50.52,-116.04,279.26,79,87,2.24,CA,1602700117
543,sur,22.57,59.53,299.5,38,0,4.47,OM,1602700118
544,isangel,-19.55,169.27,297.43,85,99,4.5,VU,1602700119
546,san jose,37.34,-121.89,301.48,47,1,3.1,US,1602699625
547,kenai,60.55,-151.26,278.15,80,90,2.58,US,1602700123
548,zhigansk,66.77,123.37,261.8,94,36,4.24,RU,1602700124
549,chardara,41.25,67.97,287.9,35,0,2.36,KZ,1602700125
550,dingle,11,122.67,297.22,90,100,1.93,PH,1602700127
551,grand gaube,-20.01,57.66,297.04,76,0,1.79,MU,1602700128
552,jasper,37.2,-94.35,301.15,34,1,8.7,US,1602699892
553,itupiranga,-5.13,-49.33,306.15,52,40,1.5,BR,1602700130
554,xinzhi,36.5,111.7,285.37,65,100,2.21,CN,1602700132
555,vestmanna,62.16,-7.17,280.15,81,49,0.5,FO,1602700133
556,andenes,69.31,16.12,278.15,80,75,8.7,NO,1602700134
557,sohag,26.56,31.69,303.15,25,1,2.6,EG,1602700135
558,necochea,-38.55,-58.74,286.48,70,0,5.81,AR,1602700136
559,umm lajj,25.02,37.27,301.5,59,0,2.34,SA,1602700138
560,khomeyn,33.64,50.08,284.38,31,0,1.07,IR,1602700139
561,pestretsy,55.75,49.65,282.15,57,77,3,RU,1602700140
562,kelowna,49.88,-119.49,283.71,76,90,5.1,CA,1602700121
563,ust-omchug,61.15,149.63,269.18,92,90,0.78,RU,1602700143
564,cascais,38.7,-9.42,289.26,67,20,7.7,PT,1602700126
565,sungaipenuh,-2.08,101.38,291.48,87,100,0.65,ID,1602700145
566,moerai,-22.43,-151.33,294.79,89,100,5.89,PF,1602700146
567,tessalit,20.2,1.01,307.16,11,0,5,ML,1602700147
568,pilikwe,-22.8,27.19,296.91,44,0,8.05,BW,1602700148
569,general cepeda,25.38,-101.45,299.15,39,5,3.28,MX,1602700150
570,lashio,22.93,97.75,291.86,94,11,0.54,MM,1602700150
571,nelson bay,-32.72,152.15,290.37,93,75,1.8,AU,1602700152
572,sao filipe,14.9,-24.5,299.56,80,71,4.7,CV,1602700153
574,hofn,64.25,-15.21,281.15,87,90,3.6,IS,1602700156
575,kailua,21.4,-157.74,300.15,74,20,1.5,US,1602699866
576,jumla,29.27,82.18,284.02,57,59,1.5,NP,1602700159
577,kuching,1.55,110.33,296.15,100,40,0.73,MY,1602700160
578,harnai,30.1,67.94,293.01,23,0,0.89,PK,1602700161
579,tongchuan,35.08,109.09,283.9,69,100,0.48,CN,1602700162
580,makakilo city,21.35,-158.09,299.15,69,1,1.5,US,1602700163
581,yuyao,30.05,121.15,294.26,68,45,1,CN,1602700164
582,manta,-0.95,-80.73,299.15,69,75,6.2,EC,1602700166
583,aripuana,-9.17,-60.63,307.56,40,57,1.52,BR,1602700167
584,casambalangan,18.38,122.13,299.97,83,89,7.09,PH,1602700168
